id;data_aplicacao;qtd_processos;qtd_processos_nao_localizados;tempo_execucao_sec;qtd_clicks;qtd_erros_tentativa_processo;endereco_mac;qtd_erros_robo;cod_atividade;atividade_concluida;qtd_trafego_baixado_kb;qtd_requisicao

